Class	Categories	 Amount 	 Ceiling 	Unit
Petrochemical Companies	CAT G - Bulk Oil Distribution Companies  of CAT A		 18,000.00 	Per Annum
Petrochemical Companies	CAT H - Bulk Oil Distribution Companies  of CAT B		 9,100.00 	Per Annum
Pharmacies	CAT A - Manufacture / Wholesale	 1,600.00 	 6,000.00 	Per Annum
Pharmacies	CAT B - Wholesale	 1,500.00 	 3,500.00 	Per Annum
Pharmacies	CAT C - Wholesale & Retail	 1,200.00 	 3,700.00 	Per Annum
Pharmacies	CAT D - Retail	 600.00 	 2,100.00 	Per Annum
Pharmacies	CAT E - Compounding Pharmacy		 3,700.00 	Per Annum
Pharmacies	CAT F - Pharmaceutical Raw Material Suppliers		 3,700.00 	Per Annum
Over the Counter Medicine Sellers (OTCMs) (Licenced Chemical Shops)	Over the Counter Medicine Sellers (OTCMs) (Licenced Chemical Shops)	 250.00 	 320.00 	Per Annum
Photographers / Video Operators	CAT A - Photo/Video Company with Labs		 1,200.00 	Per Annum
Photographers / Video Operators	CAT B - Photo/Video Company without Labs		 600.00 	Per Annum
Photographers / Video Operators	CAT C - Photographic Laboratory	 274.00 	 450.00 	Per Annum
Photographers / Video Operators	CAT D - Photo Shops/Studio	 200.00 	 250.00 	Per Annum
Photographers / Video Operators	CAT E - Individual video  and photography operators		 130.00 	Per Annum
Plastic/ Bottle Dealers - Used	CAT 'A'		 1,000.00 	Per Annum
Plastic/ Bottle Dealers - Used	CAT 'B'		 520.00 	Per Annum
Plastic/ Bottle Dealers - Used	CAT 'C'		 210.00 	Per Annum
Plastic Processing and Manufacturing Companies	CAT A - Bulk Product Lines (e.g. tanks, pipelines)		 3,500.00 	Per Annum
Plastic Processing and Manufacturing Companies	CAT B - Light product lines (e.g. Plastic chairs)		 2,100.00 	Per Annum
Plastic Processing and Manufacturing Companies	CAT C - Others (Household wares)		 1,800.00 	Per Annum
Plastic Processing and Manufacturing Companies	CAT D - Polyethylene		 600.00 	Per Annum
Plastic Product Sales (Including Water tanks)	CAT A - Wholesale (Large)	 500.00 	 500.00 	Per Annum
Plastic Product Sales (Including Water tanks)	CAT B - Wholesale (Small)	 350.00 	 350.00 	Per Annum
Plastic Product Sales (Including Water tanks)	CAT C - Retail (Large)	 140.00 	 140.00 	Per Annum
Plastic Product Sales (Including Water tanks)	CAT D - Retail (Medium)	 130.00 	 130.00 	Per Annum
Plastic Product Sales (Including Water tanks)	CAT E - Retail (Small)	 80.00 	 100.00 	Per Annum
Plastic Product Sales (Including Water tanks)	CAT F - Polyethylene Sellers	 70.00 	 70.00 	Per Annum
Poultry Farms	CAT A - Above 2000 Birds	 400.00 	 750.00 	Per Annum
Poultry Farms	CAT B - Up to 2000 Birds	 340.00 	 550.00 	Per Annum
Poultry Farms	CAT C - Up to 1000 Birds	 270.00 	 400.00 	Per Annum
Poultry Farms	CAT D - Up to 500 Birds	 130.00 	 210.00 	Per Annum
Private Meat Van	Private Meat Van	 150.00 	 130.00 	Per Annum
Private Recreational Parks	CAT A - Large Scale		 1,400.00 	Per Annum
Private Recreational Parks	CAT B - Medium Scale		 1,200.00 	Per Annum
Private Recreational Parks	CAT C - Small Scale		 900.00 	Per Annum
Private Security	CAT A	 2,700.00 	 6,000.00 	Per Annum
Private Security	CAT B	 2,000.00 	 4,000.00 	Per Annum
Private Security	CAT C	 1,300.00 	 2,600.00 	Per Annum
(Architectural, Auditing, Accounting, Engineering, Legal Firms etc.)	CAT A - International		 4,000.00 	Per Annum
(Architectural, Auditing, Accounting, Engineering, Legal Firms etc.)	CAT B - National		 3,500.00 	Per Annum
(Architectural, Auditing, Accounting, Engineering, Legal Firms etc.)	CAT C - Regional		 2,800.00 	Per Annum
(Architectural, Auditing, Accounting, Engineering, Legal Firms etc.)	CAT D - Local		 2,100.00 	Per Annum
(Architectural, Auditing, Accounting, Engineering, Legal Firms etc.)	CAT E - Partnership		 1,400.00 	Per Annum
(Architectural, Auditing, Accounting, Engineering, Legal Firms etc.)	CAT F - Solo		 1,000.00 	Per Annum
(Architectural, Auditing, Accounting, Engineering, Legal Firms etc.)	CAT G - Others		 600.00 	Per Annum
Draughtsmanship Business	CAT A		 500.00 	Per Annum
Draughtsmanship Business	CAT B		 280.00 	Per Annum
Publishing Houses	CAT A - Publishing Cum Wholesale		 4,500.00 	Per Annum
Publishing Houses	CAT B - Publishing and Retail Outlets		 3,700.00 	Per Annum
Publishing Houses	CAT C - Publishing Only (Medium)		 2,100.00 	Per Annum
Publishing Houses	CAT D - Publishing Only (Small)		 600.00 	Per Annum
Quarry/Sand Operators	CAT A - Mechanised Quarry (Large)		 9,000.00 	
Quarry/Sand Operators	CAT A - Mechanised Quarry (Large) (Medium)		 4,500.00 	Per Annum
Quarry/Sand Operators	CAT B - Mechanised Quarry (Small)		 2,400.00 	Per Annum
Quarry/Sand Operators	CAT C - Sand Winning		 600.00 	Per Annum
Quarry/Sand Operators	CAT D - Stone, Laterite & Gravels Contractors		 500.00 	Per Annum
Quarry/Sand Operators	CAT E - Manual Stone Crackers/Labourers		 90.00 	Per Annum
Agents	CAT A - Large Scale	 5,000.00 	 4,000.00 	Per Annum
Agents	CAT B - Medium Scale	 2,500.00 	 2,800.00 	Per Annum
Agents	CAT C - Small Scale	 2,000.00 	 1,300.00 	Per Annum
Developers	CAT A - Large Scale	 8,000.00 	 20,000.00 	Per Annum
Developers	CAT B - Medium Scale	 5,475.00 	 16,500.00 	Per Annum
Developers	CAT C - Small Scale	 4,791.00 	 13,500.00 	Per Annum
Property Managers	CAT A - Large Scale (International)	 6,500.00 	 7,500.00 	Per Annum
Property Managers	CAT B - Medium Scale (National)	 5,000.00 	 2,800.00 	Per Annum
Property Managers	CAT C - Small Scale (Local)	 1,000.00 	 600.00 	Per Annum
Recycling Plants/Companies	CAT A		 4,000.00 	Per Annum
Recycling Plants/Companies	CAT B		 3,500.00 	Per Annum
Recycling Plants/Companies	CAT C		 2,800.00 	Per Annum
Recycling Plants/Companies	CAT D		 2,000.00 	Per Annum
Refrigerator/Air Condition Mechanics	CAT A	 350.00 	 600.00 	Per Annum
Refrigerator/Air Condition Mechanics	CAT B	 270.00 	 500.00 	Per Annum
Rubber Stamp Makers	Rubber Stamp Makers	 100.00 	 90.00 	Per Annum
Rubber Cutting Machine Operators	CAT 'A'	 160.00 	 110.00 	Per Annum
Rubber Cutting Machine Operators	CAT 'B'	 170.00 	 75.00 	Per Annum
Protective Wears (e.g. PPEs)	CAT A - Health & Workplace (Large)		 1,900.00 	Per Annum
Protective Wears (e.g. PPEs)	CAT B - Health & Workplace (Medium)		 1,300.00 	Per Annum
Protective Wears (e.g. PPEs)	CAT C - Health Items only		 1,000.00 	Per Annum
Protective Wears (e.g. PPEs)	CAT D - Workplace Items only		 500.00 	Per Annum
Protective Wears (e.g. PPEs)	CAT E - Producers only		 210.00 	Per Annum
Fire Extinguisher Dealers	CAT A		 500.00 	Per Annum
Fire Extinguisher Dealers	CAT B		 280.00 	Per Annum
Bath House Operators	CAT A - Above 12 Showers (including toilet facility)	 300.00 	 370.00 	Per Annum
Bath House Operators	CAT B - 9 -12 showers (including toilet facility)	 250.00 	 300.00 	Per Annum
Bath House Operators	CAT C - Up to 8 showers (including toilet facility)		 250.00 	Per Annum
Bath House Operators	CAT D - 13 showers and above		 250.00 	Per Annum
Bath House Operators	CAT E - 9-12 Showers		 210.00 	Per Annum
Bath House Operators	CAT F - 8 Showers and below		 140.00 	Per Annum
Toilet Operators (Private)	CAT A - Above 24Seater	 1,000.00 	 600.00 	Per Annum
Toilet Operators (Private)	CAT B - Up to 24Seater	 280.00 	 500.00 	Per Annum
Toilet Operators (Private)	CAT C - 9-16Seater	 200.00 	 210.00 	Per Annum
Toilet Operators (Private)	CAT D - Up to 8Seater	 100.00 	 140.00 	Per Annum
Urinal Operators (Private)	CAT A - Large Scale		 210.00 	Per Annum
Urinal Operators (Private)	CAT B - Medium Scale		 130.00 	Per Annum
Urinal Operators (Private)	CAT C - Small Scale		 90.00 	Per Annum
Satellite TV/Dish Installation Dealers	CAT 'A'	 450.00 	 1,000.00 	Per Annum
Satellite TV/Dish Installation Dealers	CAT 'B'	 300.00 	 600.00 	Per Annum
Satellite TV/Dish Installation Dealers	CAT 'C'	 200.00 	 320.00 	Per Annum
Scrap Metal Dealers	CAT A - Large Scale (Export)	 1,369.00 	 3,000.00 	Per Annum
Scrap Metal Dealers	CAT B - Medium Scale (Depot)	 1,000.00 	 2,250.00 	Per Annum
Scrap Metal Dealers	CAT C - Small Scale (Collection Points)	 500.00 	 750.00 	Per Annum
Scrap Metal Dealers	CAT D - Very Small Scale  (Collection Points)	 350.00 	 400.00 	Per Annum
Scrap Metal Dealers	CAT E - Individual Collectors	 190.00 	 190.00 	Per Annum
Security Fencing Companies	CAT A - Large Scale		 750.00 	Per Annum
Security Fencing Companies	CAT B - Medium Scale		 600.00 	Per Annum
Security Fencing Companies	CAT C - Small Scale		 370.00 	Per Annum
Service/Filling Stations	CAT A - Muli Purpose - Large  (eg. Fuel, Shopping Centre, Vulcanizing, Washing bay, etc.)	 3,500.00 	 10,000.00 	Per Annum
Service/Filling Stations	CAT B - Muli Purpose - Medium  (eg. Fuel, Shopping Centre, Vulcanizing, Washing bay, etc.)	 2,500.00 	 7,500.00 	Per Annum
Service/Filling Stations	CAT C - Fuel and Shopping Centres	 2,000.00 	 6,000.00 	Per Annum
Service/Filling Stations	CAT D - Fuel, and Washing Bay	 1,700.00 	 5,800.00 	Per Annum
Service/Filling Stations	CAT E - Fuel Only	 1,500.00 	 5,000.00 	Per Annum
Service/Filling Stations	CAT F - Surface Tank Points	 500.00 	 750.00 	Per Annum
Service/Filling Stations	CAT G - Sale of Lubricants	 300.00 	 210.00 	Per Annum
Service/Filling Stations	CAT H - Kerosene	 270.00 	 400.00 	Per Annum
Service/Filling Stations	CAT I - LPG Retail Points (of CAT A) (Large)	 1,900.00 	 2,800.00 	Per Annum
Service/Filling Stations	CAT J- LPG Retail Points (of CAT B) (Medium)	 1,600.00 	 1,300.00 	Per Annum
Service/Filling Stations	CAT K - LPG Only (Large)  LPG Retail Points Only (Small)	 1,000.00 	 1,000.00 	Per Annum
Ship Maintenance/Repair Companies	CAT A		 11,200.00 	Per Annum
Ship Maintenance/Repair Companies	CAT B		 9,000.00 	Per Annum
Ship Maintenance/Repair Companies	CAT C		 6,700.00 	Per Annum
Ship Maintenance/Repair Companies	CAT D		 4,500.00 	Per Annum
Ship Maintenance/Repair Companies	CAT E		 2,700.00 	Per Annum
Shipping Companies	Shipping Companies		 69,000.00 	Per Annum
Signage Makers	CAT  A - Digital		 1,000.00 	Per Annum
Signage Makers	CAT  B - Non-digital		 900.00 	Per Annum
Signage Writers	CAT A - Electronic	 400.00 	 900.00 	Per Annum
Signage Writers	CAT B - Manual	 200.00 	 500.00 	Per Annum
Software Development/ Software Support Companies	CAT A - International Companies		 16,000.00 	Per Annum
Software Development/ Software Support Companies	CAT B - National Large		 10,000.00 	Per Annum
Software Development/ Software Support Companies	CAT C - National Medium		 6,700.00 	Per Annum
Software Development/ Software Support Companies	CAT D - National Small		 2,600.00 	Per Annum
Software Development/ Software Support Companies	CAT E - Individual Developers		 1,000.00 	Per Annum
Straw Basket Weavers and Sales	Straw Basket Weavers and Sales		 90.00 	Per Annum
Internet (Data) Services Providers	CAT A		 6,000.00 	Per Annum
Internet (Data) Services Providers	CAT B		 3,000.00 	Per Annum
Internet (Data) Services Providers	CAT C		 1,300.00 	Per Annum
Phone and Internet Services Providers	CAT A - Head Office		 28,000.00 	Per Annum
Phone and Internet Services Providers	CAT B - Regional/Municipal/District Office		 26,000.00 	Per Annum
Phone and Internet Services Providers	CAT C - Service Centres (Retail Shops)		 19,500.00 	Per Annum
Phone and Internet Services Providers	CAT D - Outsourced Service Centres (Retail Shops)		 13,000.00 	Per Annum
Phone and Internet Services Providers	CAT E - Warehouses		 15,750.00 	Per Annum
Tower Infrastructure Centres	Tower Infrastructure Centres		 13,000.00 	Per Annum
Terrazzo Making	CAT A - Two machines and above		 750.00 	Per Annum
Terrazzo Making	CAT B - One Machine		 400.00 	Per Annum
Timber Products Retail Outlets	CAT A - Large scale	 1,000.00 	 1,300.00 	Per Annum
Timber Products Retail Outlets	CAT B - Medium scale	 640.00 	 750.00 	Per Annum
Timber Products Retail Outlets	CAT C - Small scale	 420.00 	 500.00 	Per Annum
Trade/Custom/ Inspection Companies	CAT 'A'		 3,700.00 	Per Annum
Trade/Custom/ Inspection Companies	CAT 'B'		 2,200.00 	Per Annum
Trade/Custom/ Inspection Companies	CAT 'C'		 1,205.00 	Per Annum
Hotels/ Beach Resorts/ Motels	CAT A - Five Star		 14,000.00 	Per Annum
Hotels/ Beach Resorts/ Motels	CAT B - Four Star		 13,000.00 	Per Annum
Hotels/ Beach Resorts/ Motels	CAT C - Three Star		 3,500.00 	Per Annum
Hotels/ Beach Resorts/ Motels	CAT D - Two Star		 1,000.00 	Per Annum
Hotels/ Beach Resorts/ Motels	CAT E - One Star	 900.00 	 900.00 	Per Annum
Guest Houses (4-9 Rooms)	Guest Houses (4-9 Rooms)	 500.00 	 750.00 	Per Annum
Budget Hotels	Budget Hotels	 500.00 	 500.00 	Per Annum
Hostels (Private):	CAT A - Above 50 Beds	 1,500.00 	 2,100.00 	Per Annum
Hostels (Private):	CAT B - 21-50 Beds	 1,095.00 	 1,400.00 	Per Annum
Hostels (Private):	CAT C - 11-20 Beds	 927.00 	 1,300.00 	Per Annum
Hostels (Private):	CAT D - Up to 10 Beds	 684.00 	 950.00 	Per Annum
Beach Recreational Facility	CAT A	 680.00 	 1,300.00 	Per Annum
Beach Recreational Facility	CAT B	 270.00 	 520.00 	Per Annum
Body Building Gym	CAT A - Large Scale (Club Setting)	 450.00 	 600.00 	Per Annum
Body Building Gym	CAT B - Medium Scale	 274.00 	 400.00 	Per Annum
Body Building Gym	CAT C - Small Scale	 200.00 	 210.00 	Per Annum
Formal Catering Services - Restaurants	CAT A - Grade 1 (Restaurant)	 800.00 	 2,800.00 	Per Annum
Formal Catering Services - Restaurants	CAT B - Grade 2 (Restaurant)	 700.00 	 1,200.00 	Per Annum
Formal Catering Services - Restaurants	CAT C - Grade 3 (Restaurant)	 620.00 	 750.00 	Per Annum
Formal Catering Services - Fast Food	CAT A - Grade 1 (Fast Food)	 700.00 	 2,700.00 	Per Annum
Formal Catering Services - Fast Food	CAT B - Grade 2 (Fast Food)	 600.00 	 1,600.00 	Per Annum
Formal Catering Services - Fast Food	CAT C - Grade 3 (Fast Food)	 360.00 	 600.00 	Per Annum
Formal Catering Services - Coffee Shop	CAT A - Grade 1 (Coffee Shop)		 900.00 	Per Annum
Formal Catering Services - Coffee Shop	CAT B - Grade 2 (Coffee Shop)		 650.00 	Per Annum
Formal Catering Services - Coffee Shop	CAT C - Grade 3 (Coffee Shop)		 300.00 	Per Annum
Formal Catering Services - Salad Bars	CAT A - Grade 1 (Salad Bars)		 600.00 	Per Annum
Formal Catering Services - Salad Bars	CAT B - Grade 2 (Salad Bars)	 250.00 	 370.00 	Per Annum
Formal Catering Services - Salad Bars	CAT C - Grade 3 (Salad Bars)	 170.00 	 210.00 	Per Annum
Formal Catering Services - Highway Rest Stops	CAT A - Grade 1 (Highway Rest Stops)		 2,000.00 	Per Annum
Formal Catering Services - Highway Rest Stops	CAT B - Grade 2 (Highway Rest Stops)		 1,200.00 	Per Annum
Formal Catering Services - Highway Rest Stops	CAT C - Grade 3 (Highway Rest Stops)		 750.00 	Per Annum
Traditional Catering Establishments (chop bars)	CAT A - Grade 1 (Chop Bars)	 370.00 	 600.00 	Per Annum
Traditional Catering Establishments (chop bars)	CAT B - Grade 2 (Chop Bars)	 180.00 	 350.00 	Per Annum
Drinking Bars	CAT A - Grade 1 (Drinking Bars)	 600.00 	 1,000.00 	Per Annum
Drinking Bars	CAT B - Grade 2 (Drinking Bars)	 270.00 	 500.00 	Per Annum
Snack Bars	CAT A - Grade 1 (Snack Bars)	 300.00 	 460.00 	Per Annum
Snack Bars	CAT B - Grade 2 ((Snack Bars)	 200.00 	 300.00 	Per Annum
Outdoor Catering Establishments	CAT A - Grade 1 (Outdoor Catering Est.)	 200.00 	 375.00 	Per Annum
Outdoor Catering Establishments	CAT B - Grade 2 (Outdoor Catering Est.)	 130.00 	 130.00 	Per Annum
Local Fast Food Vendors	CAT A - Grade 1 (Local Fast Food)	 200.00 	 320.00 	Per Annum
Local Fast Food Vendors	CAT B - Grade 2 (Local Fast Food)	 150.00 	 190.00 	Per Annum
Drinking Bars	CAT B - Grade 3 (Drinking Bars)	 100.00 		
Traditional Catering Establishments (chop bars)	CAT B - Grade 3 (Chop Bars)	 450.00 		
Multi-Purpose Facilities - Conference Centre	CAT A - Grade 1 		 750.00 	Per Annum
Multi-Purpose Facilities - Conference Centre	CAT B - Grade 2		 370.00 	Per Annum
Multi-Purpose Facilities - Event Centre	CAT A - Grade 1		 2,100.00 	Per Annum
Multi-Purpose Facilities - Event Centre	CAT B - Grade 2		 1,500.00 	Per Annum
Multi-Purpose Facilities - Event Centre	CAT C - Club Houses		 1,900.00 	Per Annum
Multi-Purpose Facilities - Event Centre	CAT D - Club Houses		 750.00 	Per Annum
Multi-Purpose Facilities - Convention/Exhibition Centre	CAT A - Grade 1		 750.00 	Per Annum
Multi-Purpose Facilities - Convention/Exhibition Centre	CAT B - Grade 2		 320.00 	Per Annum
Multi-Purpose Facilities - Banquet Facilities	CAT A - Grade 1		 750.00 	Per Annum
Multi-Purpose Facilities - Banquet Facilities	CAT B - Grade 2		 350.00 	Per Annum
Nightclub	CAT A - Grade 1 (Night Club)		 2,400.00 	Per Annum
Nightclub	CAT B - Grade 2 (Night Club)		 1,000.00 	Per Annum
Pub	CAT A - Grade 1 (Pub)	 600.00 	 1,300.00 	Per Annum
Pub	CAT B - Grade 2 (Pub)	 450.00 	 550.00 	Per Annum
Movie House	CAT A - Grade 1 (Movie House)		 1,900.00 	Per Annum
Movie House	CAT B - Grade 2  (Movie House)		 1,000.00 	Per Annum
Theatre	CAT A - Grade 1 (Theatre)		 7,500.00 	Per Annum
Theatre	CAT B - Grade 2 (Theatre)		 3,700.00 	Per Annum
Spa	CAT A - Spa with more than 3 add-on services		 2,500.00 	Per Annum
Spa	CAT B - Spa with 2 -3 add-on services		 2,100.00 	Per Annum
Spa	CAT C - Spa Only		 650.00 	Per Annum
Travel and Tour Operators	CAT A - With I.A.T.A. Licence		 750.00 	Per Annum
Travel and Tour Operators	CAT B - Without I.A.T.A. Licence		 680.00 	Per Annum
Travel and Tour Operators	CAT C - Tour Operators		 500.00 	Per Annum
Car Hiring/Rental Services	CAT A - Large Scale		 1,300.00 	Per Annum
Car Hiring/Rental Services	CAT B - Medium Scale		 900.00 	Per Annum
Car Hiring/Rental Services	CAT C - Small Scale		 450.00 	Per Annum
Road Operators	CAT A - With own Terminal		 10,000.00 	Per Annum
Road Operators	CAT B - Operating from Publicly Owned Terminal		 9,000.00 	Per Annum
Rail Operators	CAT 'A'		 5,200.00 	Per Annum
Rail Operators	CAT 'B'		 1,300.00 	Per Annum
Fuel Haulage Companies	CAT A - 20 Trucks and Above		 15,500.00 	Per Annum
Fuel Haulage Companies	CAT B - 11- 19 Trucks		 13,500.00 	Per Annum
Fuel Haulage Companies	CAT C - 5-10 Trucks		 9,700.00 	Per Annum
Fuel Haulage Companies	CAT D - 1-5 Trucks		 6,500.00 	Per Annum
Bullion Service Companies	CAT A - 10 & Above Vans		 6,500.00 	Per Annum
Bullion Service Companies	CAT B - 5 to 9 Vans		 5,200.00 	Per Annum
Bullion Service Companies	CAT C - Below 5 Vans		 4,500.00 	Per Annum
Transport Unions (Lorry park Operations)	CAT A	 1,000.00 	 2,800.00 	Per Annum
Transport Unions (Lorry park Operations)	CAT B	 700.00 	 1,900.00 	Per Annum
Transport Unions (Lorry park Operations)	CAT C	 600.00 	 1,300.00 	Per Annum
Transport Unions (Lorry park Operations)	CAT 'D'	 450.00 	 750.00 	Per Annum
Route Operating Permit	Type A Permit (Transport Entities)		 370.00 	Per Annum
Route Operating Permit	Additional Route		 370.00 	Per Annum
Gas Storage Plants	Gas Storage Plants		 90,000.00 	Per Annum
Waste Treatment Plants	CAT A - Sewage		 2,800.00 	Per Annum
Waste Treatment Plants	CAT B - E-waste		 2,800.00 	Per Annum
Waste Treatment Plants	CAT C - Others		 1,300.00 	Per Annum
Tyre Manufacturing	CAT A - Manufacturers		 2,800.00 	Per Annum
Tyre Manufacturing	CAT B - Remoulding (OTR)		 600.00 	Per Annum
TV & Radio Repairers	TV & Radio Repairers	 100.00 	 130.00 	Per Annum
Upholstery Dealers	CAT A - Production & Sales		 750.00 	Per Annum
Upholstery Dealers	CAT B - Sales		 600.00 	Per Annum
Upholstery Dealers	CAT C - Production		 370.00 	Per Annum
Used Clothing Sales ('Second Hand')	CAT A - Importers/Wholesalers		 3,700.00 	Per Annum
Used Clothing Sales ('Second Hand')	CAT B - Distributors		 2,100.00 	Per Annum
Used Clothing Sales ('Second Hand')	CAT C - Retailers (Shops)	 350.00 	 750.00 	Per Annum
Used Clothing Sales ('Second Hand')	CAT D - Retailers (Containers/Kiosks/Table tops)	 250.00 	 450.00 	Per Annum
Used Clothing Sales ('Second Hand')	CAT E - Retailers (Table tops)	 200.00 	 270.00 	Per Annum
Utility Vendors	CAT 'A'		 500.00 	Per Annum
Utility Vendors	CAT 'B'		 350.00 	Per Annum
Utility Vendors	CAT 'C'		 140.00 	Per Annum
Vehicle Examination & Licencing Centres - Private	CAT 'A'		 5,200.00 	Per Annum
Vehicle Examination & Licencing Centres - Private	CAT 'B'		 4,000.00 	Per Annum
Veterinary Clinic/Hospital	CAT A - Vet, Lab and Shop		 1,300.00 	Per Annum
Veterinary Clinic/Hospital	CAT B - Vet and Shop		 750.00 	Per Annum
Veterinary Clinic/Hospital	CAT C - Vet Only		 500.00 	Per Annum
Veterinary Clinic/Hospital	CAT D - Shop Only		 450.00 	Per Annum
Customs Bonded Warehouse/Container Depot	CAT A	 3,500.00 	 10,000.00 	Per Annum
Customs Bonded Warehouse/Container Depot	CAT B	 3,200.00 	 8,700.00 	Per Annum
Customs Bonded Warehouse/Container Depot	CAT C	 2,900.00 	 6,500.00 	Per Annum
Customs Bonded Warehouse/Container Depot	CAT D	 2,600.00 	 4,700.00 	Per Annum
Un-bonded Warehouse	CAT A - 100m x 70m	 2,000.00 	 12,700.00 	Per Annum
Un-bonded Warehouse	CAT B - 80m x 50m	 3,000.00 	 6,000.00 	Per Annum
Un-bonded Warehouse	CAT C - 60m x 30m	 2,420.00 	 2,800.00 	Per Annum
Un-bonded Warehouse	CAT D - Others	 600.00 	 600.00 	Per Annum
Dislodging Companies	CAT A	 500.00 	 750.00 	Per Annum
Dislodging Companies	CAT B	 270.00 	 500.00 	Per Annum
Mine Waste Companies	CAT A		 30,000.00 	Per Annum
Mine Waste Companies	CAT B		 22,000.00 	Per Annum
Refuse Collection Companies	CAT 'A'		 12,000.00 	Per Annum
Refuse Collection Companies	CAT 'B'		 5,200.00 	Per Annum
Refuse Collection Companies	CAT C		 900.00 	Per Annum
Refuse Collection Companies	CAT D		 500.00 	Per Annum
Refuse Dump Container Depot Managers	CAT A		 500.00 	Per Annum
Refuse Dump Container Depot Managers	CAT B		 400.00 	Per Annum
Refuse Dump Container Depot Managers	CAT C		 280.00 	Per Annum
Wood Fuel	CAT A - Charcoal  Producers		 280.00 	Per Annum
Wood Fuel	CAT B - Firewood Sellers (Large)		 280.00 	Per Annum
Wood Fuel	CAT C - Firewood Sellers (Medium)		 130.00 	Per Annum
Wood Fuel	CAT D - Firewood Sellers (Small)		 60.00 	Per Annum
Wood Fuel	CAT E - Charcoal  Sellers		 60.00 	Per Annum
Bamboo Dealers	CAT 'A'	 120.00 	 210.00 	Per Annum
Bamboo Dealers	CAT 'B'	 100.00 	 100.00 	Per Annum
Plywood Sellers	CAT A	 548.00 	 1,000.00 	Per Annum
Plywood Sellers	CAT B	 327.00 	 600.00 	Per Annum
Plywood Sellers	CAT C	 270.00 	 400.00 	Per Annum
Plywood Sellers	CAT D	 200.00 	 350.00 	Per Annum
Plywood Manufacturers	Plywood Manufacturers		 4,000.00 	Per Annum
Bill boards	CAT A	6300.00	6300.00	
Bill boards	CAT B	1500.00	1500.00	
Bill boards	CAT C	750.00	750.00	
Assembly Hall	CAT A - Large	1500.00	1500.00	Per day
Assembly Hall	CAT B - Medium	500.00	500.00	Per day
Assembly Hall	CAT C - Small	350.00	350.00	Per day
Assembly conference room	Assembly conference room	750.00	750.00	Per day
Community centres	Community centres	370.00	370.00	Per day
Sub-district/Metro Halls	Sub-district/Metro Halls	260.00	260.00	Per day
Assembly Forecourt	Assembly Forecourt	320.00	320.00	Per day
Others	Others	260.00	260.00	Per Day
Stores	CAT A - In CBD (Central Business District)	1200.00	280.00	Per Month
Stores	CAT B - Satellite Markets	180.00	180.00	Per Month
Stores	CAT C - Outside CBD	120.00	120.00	Per Month
Stores	CAT D - Sub District Store	28.00	28.00	Per Month
Stores	CAT E - In CBD (Top Floor)	960.00		
Stalls	CAT A - In CBD (Without Metal Fabrication)	120.00	13.00	Per Month
Stalls	CAT B - Satellite Market	10.00	10.00	Per Month
Stalls	CAT C - Outside CBD	7.50	7.50	Per Month
Stalls	CAT D - Sub District Store	4.50	4.50	Per Month
Sheds	CAT A - In CBD	10.00	10.00	Per Month
Sheds	CAT B - Satellite Markets	10.00	10.00	Per Month
Sheds	CAT C - Outside CBD	6.00	6.00	Per Month
Sheds	CAT D - Sub District Store	3.50	3.50	Per Month
Sheds (With Metal Fabrication)	CAT A - In CBD (with Metal Fabrication)	360.00	10.00	Per Annum
Rent of Open Market Space	Rent of Open Market Space	120.00		Per Annum
Rent of Market Warehouse	Cat A - Market Warehouse	960.00		Per Annum
Rent of Market Warehouse	Cat B - Market Warehouse	120.00		Per Annum
Rent of Market Warehouse	Cat C - Market Warehouse	60.00		Per Annum
Rent of Undeveloped Lands	Rent of Undeveloped Lands	31.00	31.00	4x4 ft
Hiring of Parks	CAT A - Government Recreational Park	900.00	900.00	Per event
Hiring of Parks	CAT B - Lorry Park (space rental)	1400.00	1400.00	Per month
Hiring of Parks	CAT C - Parade Grounds (Jubilee Parks)	900.00	900.00	Per day
Hiring of Parks	CAT D - School Compound (Social functions)	150.00	150.00	Per day
Rent on Leased Buildings	Rent on Leased Buildings	0.00	0.00	
Rent  for Vendor Stands	Rent  for Vendor Stands			
Official Residence	Management Staff Quarters (3 Bedroom & Above)	2400.00	0.00	
Official Residence	Senior Staff Quarters (2 Bedroom & Above)			
Official Residence	Junior Staff Quarters (Single Room Self-Contained)			
Guest House	Guest House			
Restaurant/Canteen	Restaurant/Canteen	0.00	0.00	
Club House	Club House	0.00	0.00	
Stadium	Stadium	0.00	0.00	
